"id"	"id.orig"	"file.speaker.id"	"text.id"	"subfile.id"	"spk.ref"	"sex"	"age"	"ethnicity"	"occupation"	"speech.unit.count"	"word.count"
682	682	"<S1B-069#1:C>"	"S1B069"	"1"	"C"	"male"	"40-44"	"Pakeha"	"Solicitor"	86	781
683	683	"<S1B-069#1:P>"	"S1B069"	"1"	"P"	"male"	"25-29"	"Pakeha"	"PC Rentals Area Manager"	93	677
684	684	"<S1B-069#1:X>"	"S1B069"	"1"	"X"	NA	NA	NA	NA	1	0
685	685	"<S1B-069#2:C>"	"S1B069"	"2"	"C"	"male"	"40-44"	"Pakeha"	"Solicitor"	42	377
686	686	"<S1B-069#2:J>"	"S1B069"	"2"	"J"	"male"	"55-59"	"Pakeha"	"District Court Judge"	6	55
687	687	"<S1B-069#2:R>"	"S1B069"	"2"	"R"	"male"	"45-49"	"Pakeha"	"Police Officer"	44	325
688	688	"<S1B-070#1:C>"	"S1B070"	"1"	"C"	"male"	"50-54"	"Pakeha"	"Barrister"	124	1428
689	689	"<S1B-070#1:D>"	"S1B070"	"1"	"D"	"male"	"30-34"	"European Asian"	"Director"	114	582
690	690	"<S1B-070#1:X>"	"S1B070"	"1"	"X"	"male"	NA	NA	NA	4	11
691	691	"<S1B-071#1:C>"	"S1B071"	"1"	"C"	NA	"20-24"	"Pakeha"	"Kentucky Fried Chicken"	97	491
692	692	"<S1B-071#1:S>"	"S1B071"	"1"	"S"	"female"	"40-44"	"Pakeha"	"Education Officer"	162	1420
693	693	"<S1B-072#1:?>"	"S1B072"	"1"	"?"	NA	NA	NA	NA	8	5
694	694	"<S1B-072#1:A>"	"S1B072"	"1"	"A"	NA	"35-39"	"Pakeha"	"Dance Programme Manager"	3	13
695	695	"<S1B-072#1:C>"	"S1B072"	"1"	"C"	NA	"45-49"	"Pakeha"	"Manager Film Programme"	34	206
696	696	"<S1B-072#1:E>"	"S1B072"	"1"	"E"	NA	"55-59"	"Pakeha"	"Manager Craft Programmes"	33	298
697	697	"<S1B-072#1:J>"	"S1B072"	"1"	"J"	"male"	"35-39"	"Pakeha"	"Arts Administrator"	132	1321
698	698	"<S1B-072#1:P>"	"S1B072"	"1"	"P"	"male"	"50-54"	"Pakeha"	"Executive Director"	50	222
699	699	"<S1B-072#1:X>"	"S1B072"	"1"	"X"	NA	NA	NA	NA	31	6
700	700	"<S1B-072#1:Y>"	"S1B072"	"1"	"Y"	NA	NA	NA	NA	15	0
701	701	"<S1B-073#1:K>"	"S1B073"	"1"	"K"	NA	"30-34"	"Dutch"	"Former Teacher"	100	793
702	702	"<S1B-073#1:R>"	"S1B073"	"1"	"R"	NA	"30-34"	"Pakeha"	"Secondary Teacher"	130	845
703	703	"<S1B-073#1:S>"	"S1B073"	"1"	"S"	NA	"30-34"	"Pakeha"	"Teacher"	83	465
704	704	"<S1B-073#1:X>"	"S1B073"	"1"	"X"	NA	NA	NA	NA	1	0
705	705	"<S1B-074#1:?>"	"S1B074"	"1"	"?"	NA	NA	NA	NA	7	6
706	706	"<S1B-074#1:B>"	"S1B074"	"1"	"B"	"male"	"50-54"	"Pakeha"	"Chartered Accountant"	27	282
707	707	"<S1B-074#1:D>"	"S1B074"	"1"	"D"	"male"	"45-49"	"Pakeha"	"Director Of Computing Centre"	153	1426
708	708	"<S1B-074#1:F>"	"S1B074"	"1"	"F"	NA	"45-49"	"Pakeha"	"Uni Administrator"	33	221
709	709	"<S1B-074#1:K>"	"S1B074"	"1"	"K"	NA	"50-54"	"Pakeha"	"Computer Consultant"	38	258
710	710	"<S1B-074#1:V>"	"S1B074"	"1"	"V"	NA	NA	NA	NA	2	0
711	711	"<S1B-074#1:W>"	"S1B074"	"1"	"W"	NA	NA	NA	NA	7	0
712	712	"<S1B-074#1:X>"	"S1B074"	"1"	"X"	NA	NA	NA	NA	22	11
713	713	"<S1B-074#1:Y>"	"S1B074"	"1"	"Y"	NA	NA	NA	NA	63	12
714	714	"<S1B-075#1:?>"	"S1B075"	"1"	"?"	NA	NA	NA	NA	1	0
715	715	"<S1B-075#1:A>"	"S1B075"	"1"	"A"	NA	"50-54"	"Pakeha"	"Deputy Academic Registrar"	118	895
716	716	"<S1B-075#1:B>"	"S1B075"	"1"	"B"	NA	"55-59"	"Pakeha"	"Administrator"	61	489
717	717	"<S1B-075#1:C>"	"S1B075"	"1"	"C"	NA	"35-39"	"Pakeha"	"Manager International Students"	18	107
718	718	"<S1B-075#1:E>"	"S1B075"	"1"	"E"	NA	"60-64"	"Pakeha"	"Administrator"	34	209
719	719	"<S1B-075#1:Y>"	"S1B075"	"1"	"Y"	"male"	"25-29"	"Maori/Pakeha"	"Manager"	52	365
720	720	"<S1B-076#1:?>"	"S1B076"	"1"	"?"	NA	NA	NA	NA	11	20
721	721	"<S1B-076#1:A>"	"S1B076"	"1"	"A"	NA	"45-49"	"Pakeha"	"Teacher"	135	987
722	722	"<S1B-076#1:J>"	"S1B076"	"1"	"J"	NA	"25-29"	"Pakeha"	"Assistant Teacher"	21	219
723	723	"<S1B-076#1:K>"	"S1B076"	"1"	"K"	"male"	"50-54"	"Pakeha"	"Teacher"	3	12
724	724	"<S1B-076#1:L>"	"S1B076"	"1"	"L"	NA	"35-39"	"Pakeha"	"Secondary Teacher"	68	578
725	725	"<S1B-076#1:R>"	"S1B076"	"1"	"R"	NA	"35-39"	"Pakeha"	"Teacher"	10	25
726	726	"<S1B-076#1:S>"	"S1B076"	"1"	"S"	NA	"40-44"	"Pakeha"	"Teacher"	24	201
727	727	"<S1B-077#1:?>"	"S1B077"	"1"	"?"	NA	NA	NA	NA	16	18
728	728	"<S1B-077#1:A>"	"S1B077"	"1"	"A"	NA	"45-49"	"Pakeha"	"Teacher Asst Special School"	10	22
729	729	"<S1B-077#1:B>"	"S1B077"	"1"	"B"	NA	"45-49"	"Pakeha"	"School Teacher"	10	5
730	730	"<S1B-077#1:G>"	"S1B077"	"1"	"G"	NA	"40-44"	"Pakeha"	"Primary School Teacher"	32	202
731	731	"<S1B-077#1:K>"	"S1B077"	"1"	"K"	NA	"35-39"	"Pakeha"	"Special Needs Teacher"	39	388
732	732	"<S1B-077#1:L>"	"S1B077"	"1"	"L"	NA	"40-44"	"Pakeha"	"Board Secretary"	3	15
733	733	"<S1B-077#1:M>"	"S1B077"	"1"	"M"	"male"	"50-54"	"Pakeha"	"Principal Special School"	141	1236
734	734	"<S1B-077#1:V>"	"S1B077"	"1"	"V"	NA	"50-54"	"Pakeha"	"School Teacher"	18	118
735	735	"<S1B-077#1:Z>"	"S1B077"	"1"	"Z"	NA	NA	NA	NA	12	92
736	736	"<S1B-078#1:C>"	"S1B078"	"1"	"C"	"male"	"20-24"	"Pakeha"	"Supermarket Cadet Manager"	156	722
737	737	"<S1B-078#1:S>"	"S1B078"	"1"	"S"	NA	"45-49"	"Pakeha"	"Liaison Officer"	137	1093
738	738	"<S1B-079#1:?>"	"S1B079"	"1"	"?"	NA	NA	NA	NA	4	1
739	739	"<S1B-079#1:B>"	"S1B079"	"1"	"B"	"male"	"35-39"	"Pakeha"	"Lecturer"	7	10
740	740	"<S1B-079#1:E>"	"S1B079"	"1"	"E"	NA	"45-49"	"Pakeha"	"Lecturer"	154	1886
741	741	"<S1B-079#1:M>"	"S1B079"	"1"	"M"	"male"	"35-39"	"Pakeha"	"Lecturer"	5	54
742	742	"<S1B-079#1:S>"	"S1B079"	"1"	"S"	NA	"20-24"	"Pakeha"	NA	8	14
743	743	"<S1B-079#1:W>"	"S1B079"	"1"	"W"	NA	NA	NA	NA	22	1
744	744	"<S1B-079#1:X>"	"S1B079"	"1"	"X"	"male"	NA	NA	NA	9	9
745	745	"<S1B-079#1:Y>"	"S1B079"	"1"	"Y"	"male"	NA	NA	NA	26	1
746	746	"<S1B-080#1:?>"	"S1B080"	"1"	"?"	NA	NA	NA	NA	17	15
747	747	"<S1B-080#1:A>"	"S1B080"	"1"	"A"	NA	"45-49"	"Pakeha"	"Teacher Asst Special School"	24	170
748	748	"<S1B-080#1:B>"	"S1B080"	"1"	"B"	NA	"45-49"	"Pakeha"	"School Teacher"	62	463
749	749	"<S1B-080#1:G>"	"S1B080"	"1"	"G"	NA	"40-44"	"Pakeha"	"Primary School Teacher"	7	18
750	750	"<S1B-080#1:K>"	"S1B080"	"1"	"K"	NA	"35-39"	"Pakeha"	"Special Needs Teacher"	35	325
751	751	"<S1B-080#1:L>"	"S1B080"	"1"	"L"	NA	"40-44"	"Pakeha"	"Board Secretary"	9	70
752	752	"<S1B-080#1:M>"	"S1B080"	"1"	"M"	"male"	"50-54"	"Pakeha"	"Principal Special School"	81	481
753	753	"<S1B-080#1:V>"	"S1B080"	"1"	"V"	NA	"50-54"	"Pakeha"	"School Teacher"	50	384
754	754	"<S1B-080#1:Z>"	"S1B080"	"1"	"Z"	NA	NA	NA	NA	6	16
755	755	"<S2A-001#1:?>"	"S2A001"	"1"	"?"	NA	NA	NA	NA	1	1
756	756	"<S2A-001#1:G>"	"S2A001"	"1"	"G"	"male"	"40-44"	"Pakeha"	"Sports Broadcaster"	19	284
757	757	"<S2A-001#1:J>"	"S2A001"	"1"	"J"	"male"	"40-44"	"Pakeha"	"Sports Broadcaster"	227	2104
758	758	"<S2A-001#1:W>"	"S2A001"	"1"	"W"	"male"	"40-44"	"Pakeha"	"NZRFU Resource Coach"	48	686
759	759	"<S2A-001#1:X>"	"S2A001"	"1"	"X"	"male"	NA	NA	NA	1	41
760	760	"<S2A-002#1:J>"	"S2A002"	"1"	"J"	"male"	"35-39"	"Pakeha"	"Radio/TV Presenter"	84	1225
761	761	"<S2A-002#1:P>"	"S2A002"	"1"	"P"	"male"	"50-54"	"Pakeha"	"Sports Education Consultant"	191	2228
762	762	"<S2A-003#1:C>"	"S2A003"	"1"	"C"	"male"	"35-39"	"Pakeha"	"Radio/TV Presenter"	6	20
763	763	"<S2A-003#1:I>"	"S2A003"	"1"	"I"	"male"	"65-69"	"Pakeha"	"Barrister and Solicitor"	159	1549
764	764	"<S2A-003#1:J>"	"S2A003"	"1"	"J"	"male"	"35-39"	"Pakeha"	"Executive Director WSF"	32	435
765	765	"<S2A-004#1:A>"	"S2A004"	"1"	"A"	"male"	"40-44"	"Pakeha"	"Sportsgoods Sales Manager"	164	1757
766	766	"<S2A-004#1:C>"	"S2A004"	"1"	"C"	"male"	"45-49"	"Pakeha"	"Marketing Manager/Broadcaster"	116	1076
767	767	"<S2A-004#1:X>"	"S2A004"	"1"	"X"	"male"	NA	NA	NA	21	9
768	768	"<S2A-005#1:A>"	"S2A005"	"1"	"A"	"male"	"65-69"	"Pakeha"	NA	184	1744
769	769	"<S2A-005#1:J>"	"S2A005"	"1"	"J"	"male"	"35-39"	"Pakeha"	"Executive Director WSF"	46	546
770	770	"<S2A-006#1:P>"	"S2A006"	"1"	"P"	"male"	"60-64"	"Pakeha"	"Broadcaster/Financial Consultant"	66	860
771	771	"<S2A-006#1:R>"	"S2A006"	"1"	"R"	"male"	"50-54"	"Pakeha"	"PR/Journalism/Promotions"	228	2110
772	772	"<S2A-007#1:S>"	"S2A007"	"1"	"S"	"male"	"45-49"	"Pakeha"	"Advertising Manager"	169	2118
773	773	"<S2A-008#1:P>"	"S2A008"	"1"	"P"	"male"	"60-64"	"Pakeha"	"Broadcaster/Financial Consultant"	109	1212
774	774	"<S2A-008#1:R>"	"S2A008"	"1"	"R"	"male"	"50-54"	"Pakeha"	"PR/Journalist/Promotions"	240	1579
775	775	"<S2A-009#1:B>"	"S2A009"	"1"	"B"	"male"	"40-44"	"Pakeha"	"Broadcaster"	193	2652
776	776	"<S2A-010#1:A>"	"S2A010"	"1"	"A"	"male"	"55-59"	"Pakeha"	"Journalist/Commentator"	79	938
777	777	"<S2A-010#2:?>"	"S2A010"	"2"	"?"	NA	NA	NA	NA	2	2
778	778	"<S2A-010#2:F>"	"S2A010"	"2"	"F"	NA	"20-24"	"Pakeha"	"Administration Officer/Secretary"	174	1317
779	779	"<S2A-010#2:V>"	"S2A010"	"2"	"V"	NA	NA	NA	NA	1	0
780	780	"<S2A-010#2:W>"	"S2A010"	"2"	"W"	NA	NA	NA	NA	6	9
781	781	"<S2A-010#2:X>"	"S2A010"	"2"	"X"	NA	NA	NA	NA	21	11
782	782	"<S2A-010#2:Y>"	"S2A010"	"2"	"Y"	NA	NA	NA	NA	28	18
783	783	"<S2A-011#1:?>"	"S2A011"	"1"	"?"	NA	NA	NA	NA	1	0
784	784	"<S2A-011#1:B>"	"S2A011"	"1"	"B"	"male"	"40-44"	"Pakeha"	"Broadcaster"	76	790
785	785	"<S2A-011#1:J>"	"S2A011"	"1"	"J"	"male"	"35-39"	"Pakeha"	"Radio/Television Presenter"	26	254
786	786	"<S2A-011#1:P>"	"S2A011"	"1"	"P"	"male"	"35-39"	"Pakeha"	"Journalist"	55	531
787	787	"<S2A-011#1:R>"	"S2A011"	"1"	"R"	"male"	"40-44"	"Pakeha"	"Sports Broadcaster"	59	822
788	788	"<S2A-012#1:?>"	"S2A012"	"1"	"?"	NA	NA	NA	NA	3	0
789	789	"<S2A-012#1:B>"	"S2A012"	"1"	"B"	"male"	"40-44"	"Pakeha"	"Broadcaster"	52	492
790	790	"<S2A-012#1:J>"	"S2A012"	"1"	"J"	"male"	"35-39"	"Pakeha"	"Radio/TV Presenter"	45	756
791	791	"<S2A-012#1:P>"	"S2A012"	"1"	"P"	"male"	"35-39"	"Pakeha"	"Journalist"	2	36
792	792	"<S2A-012#1:R>"	"S2A012"	"1"	"R"	"male"	"40-44"	"Pakeha"	"Sports Broadcaster"	118	995
793	793	"<S2A-013#1:B>"	"S2A013"	"1"	"B"	"male"	"40-44"	"Pakeha"	"Television Journalist"	127	1828
794	794	"<S2A-013#1:K>"	"S2A013"	"1"	"K"	"male"	"35-39"	"Samoan"	"Company Director"	75	1305
795	795	"<S2A-014#1:B>"	"S2A014"	"1"	"B"	"male"	"40-44"	"Pakeha"	"Television Journalist"	136	1737
796	796	"<S2A-014#1:K>"	"S2A014"	"1"	"K"	"male"	"35-39"	"Samoan"	"Company Director"	53	1089
797	797	"<S2A-015#1:P>"	"S2A015"	"1"	"P"	"male"	"30-34"	"Pakeha"	"Television Presenter"	72	620
798	798	"<S2A-015#1:S>"	"S2A015"	"1"	"S"	"male"	"25-29"	"Pakeha"	"Television Presenter/Radio Announcer"	163	1314
799	799	"<S2A-015#1:X>"	"S2A015"	"1"	"X"	NA	NA	NA	NA	6	7
800	800	"<S2A-016#1:A>"	"S2A016"	"1"	"A"	"male"	"30-34"	"Pakeha"	"Cartage Contractor"	166	1554
801	801	"<S2A-016#1:P>"	"S2A016"	"1"	"P"	"male"	"50-54"	"Pakeha"	"Sports Broadcaster"	51	473
802	802	"<S2A-016#1:X>"	"S2A016"	"1"	"X"	"male"	NA	NA	NA	498	234
803	803	"<S2A-017#1:T>"	"S2A017"	"1"	"T"	"male"	"30-34"	"Pakeha"	"Launchmaster"	128	2160
804	804	"<S2A-018#1:J>"	"S2A018"	"1"	"J"	"male"	"40-44"	"Pakeha"	"Media"	218	1749
805	805	"<S2A-018#2:J>"	"S2A018"	"2"	"J"	"male"	"40-44"	"Pakeha"	"Sports Broadcaster"	28	299
806	806	"<S2A-018#2:W>"	"S2A018"	"2"	"W"	"male"	"40-44"	"Pakeha"	"NZRFU Resource Coach"	6	67
807	807	"<S2A-019#1:G>"	"S2A019"	"1"	"G"	"male"	"40-44"	"Pakeha"	"Farm Tour Guide"	232	2686
808	808	"<S2A-019#1:U>"	"S2A019"	"1"	"U"	NA	NA	NA	NA	1	0
809	809	"<S2A-019#1:V>"	"S2A019"	"1"	"V"	NA	NA	NA	NA	2	11
810	810	"<S2A-019#1:W>"	"S2A019"	"1"	"W"	NA	NA	NA	NA	2	0
811	811	"<S2A-019#1:X>"	"S2A019"	"1"	"X"	NA	NA	NA	NA	2	0
812	812	"<S2A-019#1:Y>"	"S2A019"	"1"	"Y"	NA	NA	NA	NA	1	0
813	813	"<S2A-020#1:G>"	"S2A020"	"1"	"G"	"male"	"40-44"	"Pakeha"	"Sports Broadcaster"	29	316
814	814	"<S2A-020#1:J>"	"S2A020"	"1"	"J"	"male"	"40-44"	"Pakeha"	"Sports Broadcaster"	257	1992
815	815	"<S2A-020#1:W>"	"S2A020"	"1"	"W"	"male"	"40-44"	"Pakeha"	"NZRFU Resource Coach"	37	453
816	816	"<S2A-021#1:G>"	"S2A021"	"1"	"G"	"male"	"45-49"	"Pakeha"	"Lecturer"	126	2103
817	817	"<S2A-021#1:X>"	"S2A021"	"1"	"X"	"male"	NA	NA	NA	3	2
818	818	"<S2A-022#1:T>"	"S2A022"	"1"	"T"	"male"	"55-59"	"Maori"	"Company Director"	150	2051
819	819	"<S2A-023#1:C>"	"S2A023"	"1"	"C"	NA	"30-34"	"Pakeha"	"Lecturer"	166	2205
820	820	"<S2A-023#1:X>"	"S2A023"	"1"	"X"	NA	NA	NA	NA	1	0
821	821	"<S2A-024#1:H>"	"S2A024"	"1"	"H"	NA	"35-39"	"Pakeha"	"Seismologist"	132	1913
822	822	"<S2A-025#1:V>"	"S2A025"	"1"	"V"	NA	"35-39"	"Pakeha"	"Senior Lecturer"	124	1862
823	823	"<S2A-026#1:E>"	"S2A026"	"1"	"E"	NA	"35-39"	"Pakeha"	"Scientist"	70	1181
824	824	"<S2A-026#1:X>"	"S2A026"	"1"	"X"	NA	NA	NA	NA	1	0
825	825	"<S2A-026#2:M>"	"S2A026"	"2"	"M"	"male"	"30-34"	"Pakeha"	"Post Doctoral Fellow"	27	894
826	826	"<S2A-027#1:E>"	"S2A027"	"1"	"E"	NA	"30-34"	"Pakeha"	"Environmental Geochemist"	57	1504
827	827	"<S2A-027#1:X>"	"S2A027"	"1"	"X"	NA	NA	NA	NA	1	0
828	828	"<S2A-027#2:R>"	"S2A027"	"2"	"R"	NA	"40-44"	"Maori"	"Publisher"	26	787
829	829	"<S2A-028#1:S>"	"S2A028"	"1"	"S"	NA	"40-44"	"Pakeha"	"Scientist Enviroment Officer"	117	1711
830	830	"<S2A-028#2:E>"	"S2A028"	"2"	"E"	NA	"45-49"	"Pakeha"	"Arts Manager"	27	817
831	831	"<S2A-028#2:X>"	"S2A028"	"2"	"X"	NA	NA	NA	NA	1	0
832	832	"<S2A-029#1:S>"	"S2A029"	"1"	"S"	NA	"25-29"	"Pakeha"	"Patent Attorney"	121	1812
833	833	"<S2A-029#2:J>"	"S2A029"	"2"	"J"	NA	"30-34"	"Pakeha"	"Commercial Manager"	111	1640
834	834	"<S2A-030#1:K>"	"S2A030"	"1"	"K"	NA	"30-34"	"Pakeha/German"	"Fisheries Technician"	56	1047
835	835	"<S2A-030#2:N>"	"S2A030"	"2"	"N"	NA	"20-24"	"Pakeha"	"Student"	63	933
836	836	"<S2A-030#2:R>"	"S2A030"	"2"	"R"	NA	NA	NA	NA	2	15
837	837	"<S2A-030#2:S>"	"S2A030"	"2"	"S"	NA	NA	NA	NA	1	15
838	838	"<S2A-030#2:T>"	"S2A030"	"2"	"T"	NA	NA	NA	NA	1	12
839	839	"<S2A-030#2:X>"	"S2A030"	"2"	"X"	NA	NA	NA	NA	1	43
840	840	"<S2A-030#2:Z>"	"S2A030"	"2"	"Z"	NA	NA	NA	NA	1	12
841	841	"<S2A-031#1:S>"	"S2A031"	"1"	"S"	NA	"20-24"	"Pakeha"	"Student"	121	2019
842	842	"<S2A-031#1:X>"	"S2A031"	"1"	"X"	NA	NA	NA	NA	5	0
843	843	"<S2A-032#1:F>"	"S2A032"	"1"	"F"	NA	"30-34"	"Maori/Pakeha"	"Journalist/Editor"	135	2103
844	844	"<S2A-032#1:X>"	"S2A032"	"1"	"X"	NA	NA	NA	NA	1	0
845	845	"<S2A-033#1:F>"	"S2A033"	"1"	"F"	NA	"45-49"	"Pakeha"	"Writer/Literary Consultant"	129	2151
846	846	"<S2A-034#1:D>"	"S2A034"	"1"	"D"	"male"	"50-54"	"Pakeha"	"Member of Parliament"	144	1985
847	847	"<S2A-035#1:A>"	"S2A035"	"1"	"A"	NA	"55-59"	"Pakeha"	"Food Writer/Consultant"	114	2130
848	848	"<S2A-036#1:D>"	"S2A036"	"1"	"D"	"male"	"50-54"	"Pakeha"	"Geologist/Science Manager"	137	2024
849	849	"<S2A-037#1:M>"	"S2A037"	"1"	"M"	"male"	"35-39"	"Pakeha"	"Expedition Manager"	119	1982
850	850	"<S2A-037#1:X>"	"S2A037"	"1"	"X"	NA	NA	NA	NA	3	0
851	851	"<S2A-038#1:G>"	"S2A038"	"1"	"G"	"male"	"60-64"	"Pakeha"	"Scientist"	85	1525
852	852	"<S2A-038#1:X>"	"S2A038"	"1"	"X"	NA	NA	NA	NA	4	0
853	853	"<S2A-038#2:H>"	"S2A038"	"2"	"H"	"male"	"55-59"	"Pakeha"	"Consultant"	101	1688
854	854	"<S2A-039#1:L>"	"S2A039"	"1"	"L"	NA	"35-39"	"Maori"	"Health Portfolio Manager"	131	2116
855	855	"<S2A-040#1:A>"	"S2A040"	"1"	"A"	NA	"20-24"	"Pakeha"	"Student/Teaching Fellow"	113	1969
856	856	"<S2A-040#1:S>"	"S2A040"	"1"	"S"	NA	NA	NA	NA	10	10
857	857	"<S2A-040#1:T>"	"S2A040"	"1"	"T"	"male"	NA	NA	NA	1	0
858	858	"<S2A-040#1:U>"	"S2A040"	"1"	"U"	"male"	NA	NA	NA	2	9
859	859	"<S2A-040#1:V>"	"S2A040"	"1"	"V"	NA	NA	NA	NA	1	3
860	860	"<S2A-040#1:W>"	"S2A040"	"1"	"W"	"male"	NA	NA	NA	3	0
861	861	"<S2A-040#1:X>"	"S2A040"	"1"	"X"	NA	NA	NA	NA	4	0
862	862	"<S2A-040#1:Y>"	"S2A040"	"1"	"Y"	NA	NA	NA	NA	8	0
863	863	"<S2A-041#1:E>"	"S2A041"	"1"	"E"	NA	"30-34"	"Pakeha"	"Lecturer"	81	1796
864	864	"<S2A-041#1:X>"	"S2A041"	"1"	"X"	NA	NA	NA	NA	5	0
865	865	"<S2A-042#1:J>"	"S2A042"	"1"	"J"	"male"	"35-39"	"Pakeha"	"Lecturer"	154	2137
866	866	"<S2A-043#1:M>"	"S2A043"	"1"	"M"	"male"	"25-29"	"Pakeha"	"Computer Programmer"	129	1969
867	867	"<S2A-043#1:Z>"	"S2A043"	"1"	"Z"	NA	NA	NA	NA	1	0
868	868	"<S2A-044#1:P>"	"S2A044"	"1"	"P"	"male"	"60-64"	"Pakeha"	"Lecturer"	90	1898
869	869	"<S2A-045#1:M>"	"S2A045"	"1"	"M"	NA	"30-34"	"Maori"	"Lecturer"	84	2008
870	870	"<S2A-046#1:S>"	"S2A046"	"1"	"S"	"male"	"30-34"	"Maori"	"Manager"	119	2222
871	871	"<S2A-046#1:X>"	"S2A046"	"1"	"X"	NA	NA	NA	NA	1	0
872	872	"<S2A-047#1:M>"	"S2A047"	"1"	"M"	"male"	"40-44"	"Pakeha"	"Deputy Secretary to Treasury"	137	2104
873	873	"<S2A-048#1:H>"	"S2A048"	"1"	"H"	NA	"40-44"	"Pakeha"	"Member of Parliament"	110	2280
874	874	"<S2A-049#1:S>"	"S2A049"	"1"	"S"	"male"	"30-34"	"Maori"	"Manager"	192	3226
875	875	"<S2A-050#1:M>"	"S2A050"	"1"	"M"	"male"	"40-44"	"Pakeha"	"Deputy Secretary to Treasury"	116	2214
876	876	"<S2A-050#1:X>"	"S2A050"	"1"	"X"	NA	NA	NA	NA	6	0
877	877	"<S2A-051#1:B>"	"S2A051"	"1"	"B"	"male"	"50-54"	"Pakeha"	"Former Airline Serviceman"	191	1868
878	878	"<S2A-051#1:F>"	"S2A051"	"1"	"F"	NA	"45-49"	"Pakeha"	"Shop Assistant"	17	57
879	879	"<S2A-051#1:G>"	"S2A051"	"1"	"G"	NA	"45-49"	"Pakeha"	"Teacher"	7	22
880	880	"<S2A-051#1:J>"	"S2A051"	"1"	"J"	NA	"45-49"	"Pakeha"	"Typist/Clerk"	9	31
881	881	"<S2A-051#1:K>"	"S2A051"	"1"	"K"	NA	"40-44"	"Pakeha"	"Receptionist/Telephonist"	3	10
882	882	"<S2A-051#1:M>"	"S2A051"	"1"	"M"	"male"	"50-54"	"Pakeha"	"Managing Director"	1	5
883	883	"<S2A-051#1:X>"	"S2A051"	"1"	"X"	NA	NA	NA	NA	1	0
884	884	"<S2A-052#1:T>"	"S2A052"	"1"	"T"	"male"	"20-24"	"Pakeha"	"Cadet Supermarket Manager"	178	2006
885	885	"<S2A-052#1:X>"	"S2A052"	"1"	"X"	"male"	NA	NA	NA	14	0
886	886	"<S2A-053#1:J>"	"S2A053"	"1"	"J"	NA	"40-44"	"Pakeha"	"Home Economist"	174	2064
887	887	"<S2A-053#1:X>"	"S2A053"	"1"	"X"	NA	NA	NA	NA	1	0
888	888	"<S2A-054#1:V>"	"S2A054"	"1"	"V"	NA	"25-29"	"Pakeha"	"Technician"	145	1387
889	889	"<S2A-054#1:X>"	"S2A054"	"1"	"X"	NA	NA	NA	NA	67	4
890	890	"<S2A-054#2:B>"	"S2A054"	"2"	"B"	"male"	"50-54"	"Pakeha"	"Former Airline Serviceman"	90	715
891	891	"<S2A-054#2:F>"	"S2A054"	"2"	"F"	NA	"45-49"	"Pakeha"	"Shop Assistant"	7	18
892	892	"<S2A-054#2:G>"	"S2A054"	"2"	"G"	NA	"45-49"	"Pakeha"	"Teacher"	1	9
893	893	"<S2A-054#2:J>"	"S2A054"	"2"	"J"	NA	"45-49"	"Pakeha"	"Typist/Clerk"	2	9
894	894	"<S2A-054#2:K>"	"S2A054"	"2"	"K"	NA	"40-44"	"Pakeha"	"Receptionist/Telephonist"	25	131
895	895	"<S2A-054#2:M>"	"S2A054"	"2"	"M"	"male"	"50-54"	"Pakeha"	"Managing Director"	1	8
896	896	"<S2A-055#1:M>"	"S2A055"	"1"	"M"	NA	"40-44"	"Pakeha"	"Education Offiver/Tupperware"	142	1917
897	897	"<S2A-056#1:A>"	"S2A056"	"1"	"A"	NA	"55-59"	"Pakeha"	"Food Writer/Consultant"	192	2064
898	898	"<S2A-057#1:V>"	"S2A057"	"1"	"V"	"male"	"50-54"	"Pakeha"	"Writer/Broadcaster"	185	2178
899	899	"<S2A-058#1:J>"	"S2A058"	"1"	"J"	NA	"35-39"	"Pakeha"	"Food Writer/Author"	131	2040
900	900	"<S2A-059#1:G>"	"S2A059"	"1"	"G"	NA	"45-49"	"Pakeha"	"Computer Consultant"	136	2400
901	901	"<S2A-060#1:F>"	"S2A060"	"1"	"F"	NA	NA	NA	NA	2	0
902	902	"<S2A-060#1:P>"	"S2A060"	"1"	"P"	"male"	"35-39"	"Pakeha"	"Librarian"	93	2121
903	903	"<S2A-060#1:X>"	"S2A060"	"1"	"X"	NA	NA	NA	NA	1	0
904	904	"<S2A-061#1:J>"	"S2A061"	"1"	"J"	"male"	"55-59"	"Pakeha"	"District Court Judge"	106	2218
905	905	"<S2A-062#1:M>"	"S2A062"	"1"	"M"	"male"	"55-59"	"Pakeha"	"District Court Judge"	108	2002
906	906	"<S2A-063#1:C>"	"S2A063"	"1"	"C"	"male"	"20-24"	"Chinese"	"Video Hire"	36	670
907	907	"<S2A-063#2:P>"	"S2A063"	"2"	"P"	NA	"35-39"	"Pakeha"	"Barrister"	78	1711
908	908	"<S2A-063#2:X>"	"S2A063"	"2"	"X"	"male"	NA	NA	NA	2	0
909	909	"<S2A-063#2:Y>"	"S2A063"	"2"	"Y"	"male"	NA	NA	NA	1	0
910	910	"<S2A-064#1:C>"	"S2A064"	"1"	"C"	"male"	"25-29"	"Pakeha"	NA	130	2069
911	911	"<S2A-064#1:X>"	"S2A064"	"1"	"X"	"male"	NA	NA	NA	3	22
