"id"	"orig.id"	"file.speaker.id"	"text.id"	"subfile"	"spk.id"	"spk.ref"	"zone"	"title"	"date"	"sex"	"age"	"prov"	"reside"	"ed.lev"	"occupation"	"relig"	"1st.lg"	"other.lgs"	"speech.unit.count"	"word.count"
981	"1106"	"<S2A-049$A>"	"S2A-049"	"1"	"832"	"A"	"mixed between ni and roi"	"fellowship group"	"2002-2005"	"male"	"50+"	"dublin (city)"	"belfast"	"first degree"	"priest"	"catholic"	"english"	"irish gaelic"	86	1665
982	"1107"	"<S2A-050$A>"	"S2A-050"	"1"	"831"	"A"	"republic of ireland"	"sixteenth century 2"	"2002-2005"	"male"	"42-49"	"dublin (city)"	"dublin (city)"	"doctoral degree"	"lecturer"	"catholic"	"english"	"french & irish gaelic & spanish"	72	1317
983	"1108"	"<S2A-050$B>"	"S2A-050"	"1"	"833"	"B"	"republic of ireland"	"sixteenth century 2"	"2002-2005"	"male"	NA	NA	NA	"some tertiary education"	"student"	NA	NA	NA	2	9
984	"456"	"<S2A-051$A>"	"S2A-051"	"1"	"355"	"A"	"northern ireland"	"multi-media talk"	"1990-1994"	"male"	NA	NA	NA	NA	"na"	NA	NA	NA	71	2084
985	"457"	"<S2A-052$A>"	"S2A-052"	"1"	"356"	"A"	"northern ireland"	"cooking"	"1990-1994"	"female"	"42-49"	"(london)derry"	"antrim"	"postgraduate qualification"	"home economist tv chef"	"protestant"	"english"	"french"	101	2082
986	"458"	"<S2A-053$A>"	"S2A-053"	"1"	"357"	"A"	"northern ireland"	"home improvements"	"1990-1994"	"male"	NA	NA	NA	NA	"television presenter"	NA	NA	NA	47	863
987	"459"	"<S2A-053$B>"	"S2A-053"	"1"	"358"	"B"	"non-corpus speaker"	"home improvements"	"1990-1994"	"male"	"0-18"	NA	NA	NA	"na"	NA	NA	NA	1	0
988	"460"	"<S2A-053$C>"	"S2A-053"	"1"	"359"	"C"	"northern ireland"	"home improvements"	"1990-1994"	"male"	NA	"down"	NA	"first degree"	"television presenter"	NA	NA	NA	62	398
989	"461"	"<S2A-053$D>"	"S2A-053"	"1"	"360"	"D"	"northern ireland"	"home improvements"	"1990-1994"	"male"	NA	NA	NA	NA	"computer technician"	NA	NA	NA	29	239
990	"462"	"<S2A-053$E>"	"S2A-053"	"1"	"361"	"E"	"northern ireland"	"home improvements"	"1990-1994"	"female"	NA	NA	NA	NA	"television painting expert"	NA	NA	NA	33	644
991	"463"	"<S2A-054$A>"	"S2A-054"	"1"	"362"	"A"	"northern ireland"	"fitness class"	"2002-2005"	"female"	"26-33"	"antrim"	"belfast"	NA	"fitness instructor"	NA	NA	NA	334	2113
992	"464"	"<S2A-055$A>"	"S2A-055"	"1"	"363"	"A"	"northern ireland"	"pastry"	"2002-2005"	"female"	"42-49"	NA	"down"	"first degree"	"bifhe tutor"	"protestant"	"english"	NA	138	2355
993	"1109"	"<S2A-056$A>"	"S2A-056"	"1"	"834"	"A"	"republic of ireland"	"recipes 1"	"1990-1994"	"female"	"42-49"	"laois"	"cork (county)"	"first degree"	"broadcaster cooking school owner"	NA	"english"	NA	72	971
994	"1109"	"<S2A-056$A>"	"S2A-056"	"2"	"834"	"A"	"republic of ireland"	"recipes 1"	"1990-1994"	"female"	"42-49"	"laois"	"cork (county)"	"first degree"	"broadcaster cooking school owner"	NA	"english"	NA	81	1202
995	"1110"	"<S2A-057$A>"	"S2A-057"	"1"	"834"	"A"	"republic of ireland"	"recipes 2"	"1990-1994"	"female"	"42-49"	"laois"	"cork (county)"	"first degree"	"broadcaster cooking school owner"	NA	"english"	NA	159	2068
996	"1111"	"<S2A-058$A>"	"S2A-058"	"1"	"835"	"A"	"republic of ireland"	"flowers"	"1990-1994"	"female"	NA	NA	NA	"first degree"	"broadcaster"	NA	NA	NA	146	2115
997	"1112"	"<S2A-059$A>"	"S2A-059"	"1"	"835"	"A"	"republic of ireland"	"candles"	"1990-1994"	"female"	NA	NA	NA	"first degree"	"broadcaster"	NA	NA	NA	153	2305
998	"1113"	"<S2A-060$A>"	"S2A-060"	"1"	"836"	"A"	"republic of ireland"	"skiing"	"1990-1994"	"male"	"42-49"	"dublin (city)"	NA	"first degree"	"television producer ski instructor"	"catholic"	"english"	"french"	48	729
999	"1113"	"<S2A-060$A>"	"S2A-060"	"2"	"836"	"A"	"republic of ireland"	"skiing"	"1990-1994"	"male"	"42-49"	"dublin (city)"	NA	"first degree"	"television producer ski instructor"	"catholic"	"english"	"french"	86	1395
1000	"465"	"<S2A-061$A>"	"S2A-061"	"1"	"364"	"A"	"northern ireland"	"slander case"	"1990-1994"	"male"	NA	NA	NA	NA	"barrister"	NA	NA	NA	46	1059
1001	"466"	"<S2A-061$B>"	"S2A-061"	"1"	"365"	"B"	"northern ireland"	"slander case"	"1990-1994"	"male"	NA	NA	NA	NA	"high court judge"	NA	NA	NA	29	295
1002	"467"	"<S2A-061$C>"	"S2A-061"	"1"	"366"	"C"	"northern ireland"	"slander case"	"1990-1994"	"male"	NA	NA	NA	NA	"barrister"	NA	NA	NA	28	939
1003	"468"	"<S2A-062$A>"	"S2A-062"	"1"	"286"	"A"	"northern ireland"	"dermatitis case"	"1990-1994"	"male"	NA	NA	NA	NA	"barrister"	NA	NA	NA	82	1914
1004	"469"	"<S2A-062$B>"	"S2A-062"	"1"	"367"	"B"	"northern ireland"	"dermatitis case"	"1990-1994"	"male"	NA	NA	NA	NA	"barrister"	NA	NA	NA	1	12
1005	"470"	"<S2A-062$C>"	"S2A-062"	"1"	"289"	"C"	"northern ireland"	"dermatitis case"	"1990-1994"	"male"	NA	NA	NA	NA	"high court judge"	NA	NA	NA	15	38
1006	"471"	"<S2A-063$A>"	"S2A-063"	"1"	"368"	"A"	"northern ireland"	"injury decision"	"1990-1994"	"male"	NA	NA	NA	NA	"high court judge"	NA	NA	NA	43	1425
1007	"472"	"<S2A-064$A>"	"S2A-064"	"1"	"369"	"A"	"northern ireland"	"injury submissions"	"1990-1994"	"male"	NA	NA	NA	NA	"barrister"	NA	NA	NA	61	1378
1008	"473"	"<S2A-064$A>"	"S2A-064"	"1"	"371"	"A"	"northern ireland"	"injury submissions"	"1990-1994"	"male"	NA	NA	NA	NA	"barrister"	NA	NA	NA	61	1378
1009	"474"	"<S2A-064$B>"	"S2A-064"	"1"	"370"	"B"	"northern ireland"	"injury submissions"	"1990-1994"	"male"	NA	NA	NA	NA	"high court judge"	NA	NA	NA	14	89
1010	"475"	"<S2A-064$B>"	"S2A-064"	"1"	"372"	"B"	"northern ireland"	"injury submissions"	"1990-1994"	"male"	NA	NA	NA	NA	"high court judge"	NA	NA	NA	14	89
1011	NA	"<S2A-064$C>"	"S2A-064"	"2"	NA	"C"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38	1146
1012	NA	"<S2A-064$D>"	"S2A-064"	"2"	NA	"D"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	35
1013	"476"	"<S2A-065$A>"	"S2A-065"	"1"	"373"	"A"	"northern ireland"	"rollerblade injury"	"1990-1994"	"male"	NA	NA	NA	NA	"barrister"	NA	NA	NA	76	1898
1014	"477"	"<S2A-065$B>"	"S2A-065"	"1"	"374"	"B"	"northern ireland"	"rollerblade injury"	"1990-1994"	"male"	NA	NA	NA	NA	"high court judge"	NA	NA	NA	12	117
1015	"1114"	"<S2A-066$A>"	"S2A-066"	"1"	"837"	"A"	"republic of ireland"	"public accounts"	"1990-1994"	"male"	"34-41"	"dublin (city)"	"dublin (city)"	"postgraduate qualification"	"politician economist"	NA	"english"	"french & irish gaelic"	42	1192
1016	"1115"	"<S2A-066$B>"	"S2A-066"	"2"	"838"	"B"	"republic of ireland"	"public accounts"	"1990-1994"	"male"	"26-33"	"dublin (city)"	"dublin (city)"	"first degree"	"politician"	NA	NA	NA	17	747
1017	"1116"	"<S2A-067$A>"	"S2A-067"	"1"	"765"	"A"	"republic of ireland"	"resignation"	"1990-1994"	"male"	"50+"	NA	"dublin (county)"	"postgraduate qualification"	"barrister"	"catholic"	"english"	NA	74	2227
1018	"1117"	"<S2A-068$A>"	"S2A-068"	"1"	"839"	"A"	"republic of ireland"	"employment"	"1990-1994"	"female"	"50+"	NA	NA	"postgraduate qualification"	"politician"	NA	"english"	"french"	80	2119
1019	"1118"	"<S2A-069$A>"	"S2A-069"	"1"	"840"	"A"	"republic of ireland"	"training"	"1990-1994"	"female"	"50+"	"kerry"	"cork (city)"	"postgraduate qualification"	"politician"	NA	"irish gaelic"	NA	43	1155
1020	"1119"	"<S2A-069$B>"	"S2A-069"	"1"	"841"	"B"	"republic of ireland"	"training"	"1990-1994"	"male"	NA	NA	NA	NA	"politician"	NA	NA	NA	3	21
1021	"1120"	"<S2A-069$C>"	"S2A-069"	"1"	"842"	"C"	"republic of ireland"	"training"	"1990-1994"	"male"	"34-41"	NA	"kildare"	"secondary school qualification"	"politician publican"	NA	NA	NA	6	192
1022	"1121"	"<S2A-069$D>"	"S2A-069"	"1"	"843"	"D"	"republic of ireland"	"training"	"1990-1994"	"male"	"50+"	"dublin (city)"	"dublin (city)"	"secondary school qualification"	"politician"	NA	NA	NA	29	579
1023	"1122"	"<S2A-070$A>"	"S2A-070"	"1"	"844"	"A"	"republic of ireland"	"banking"	"1995-2001"	"male"	NA	NA	NA	NA	"banker"	NA	NA	NA	40	944
1024	"1123"	"<S2A-070$B>"	"S2A-070"	"2"	"845"	"B"	"republic of ireland"	"banking"	"1995-2001"	"male"	NA	NA	NA	NA	"banker"	NA	NA	NA	41	1099
1025	"478"	"<S2B-001$A>"	"S2B-001"	"1"	"190"	"A"	"northern ireland"	"ceasefire 1994"	"1990-1994"	"male"	"34-41"	"belfast"	"belfast"	"postgraduate qualification"	"journalist broadcaster"	"protestant"	"english"	NA	38	486
1026	"479"	"<S2B-001$B>"	"S2B-001"	"1"	"375"	"B"	"northern ireland"	"ceasefire 1994"	"1990-1994"	"male"	NA	"belfast"	"belfast"	NA	"news reporter"	NA	NA	NA	13	186
1027	"480"	"<S2B-001$C>"	"S2B-001"	"1"	"376"	"C"	"northern ireland"	"ceasefire 1994"	"1990-1994"	"male"	"50+"	"belfast"	"belfast"	"secondary school qualification"	"community worker"	"protestant"	"english"	NA	5	139
1028	"481"	"<S2B-001$D>"	"S2B-001"	"1"	"377"	"D"	"northern ireland"	"ceasefire 1994"	"1990-1994"	"male"	"42-49"	"belfast"	"belfast"	"non-degree tertiary qualification"	"journalist"	"protestant"	"english"	NA	6	96
1029	"482"	"<S2B-001$E>"	"S2B-001"	"1"	"378"	"E"	"northern ireland"	"ceasefire 1994"	"1990-1994"	"male"	NA	NA	NA	NA	"community worker"	"protestant"	NA	NA	5	82
1030	"483"	"<S2B-001$F>"	"S2B-001"	"1"	"278"	"F"	"northern ireland"	"ceasefire 1994"	"1990-1994"	"male"	"50+"	"belfast"	"belfast"	"secondary school qualification"	"lord mayor politician"	"protestant"	"english"	NA	60	1023
1031	"484"	"<S2B-001$G>"	"S2B-001"	"1"	"255"	"G"	"northern ireland"	"ceasefire 1994"	"1990-1994"	"male"	"42-49"	"belfast"	"belfast"	"secondary school qualification"	"politician"	"protestant"	NA	NA	3	68
1032	"485"	"<S2B-002$A>"	"S2B-002"	"1"	"380"	"A"	"northern ireland"	"radio ulster 1"	"1990-1994"	"female"	"42-49"	"belfast"	"down"	"secondary school qualification"	"journalist broadcaster"	"protestant"	"english"	"french"	4	92
1033	"486"	"<S2B-002$B>"	"S2B-002"	"1"	"381"	"B"	"northern ireland"	"radio ulster 1"	"1990-1994"	"male"	"42-49"	"(london)derry"	"belfast"	"first degree"	"broadcaster"	"protestant"	NA	NA	1	10
1034	"487"	"<S2B-002$C>"	"S2B-002"	"1"	"382"	"C"	"northern ireland"	"radio ulster 1"	"1990-1994"	"female"	NA	NA	NA	NA	"newsreader"	NA	NA	NA	38	697
1035	"488"	"<S2B-002$D>"	"S2B-002"	"1"	"383"	"D"	"northern ireland"	"radio ulster 1"	"1990-1994"	"male"	NA	NA	NA	NA	"newsreader"	NA	NA	NA	8	128
1036	"489"	"<S2B-002$E>"	"S2B-002"	"1"	"384"	"E"	"northern ireland"	"radio ulster 1"	"1990-1994"	"male"	"42-49"	"belfast"	"antrim"	"first degree"	"politician"	"protestant"	"english"	NA	3	83
1037	"490"	"<S2B-002$F>"	"S2B-002"	"1"	"385"	"F"	"northern ireland"	"radio ulster 1"	"1990-1994"	"male"	"26-33"	"fermanagh"	"fermanagh"	NA	"former road sweeper"	NA	NA	NA	4	64
1038	"491"	"<S2B-002$G>"	"S2B-002"	"2"	"386"	"G"	"northern ireland"	"radio ulster 1"	"1990-1994"	"male"	NA	NA	NA	NA	"newsreader"	NA	NA	NA	26	511
1039	"492"	"<S2B-002$H>"	"S2B-002"	"2"	"387"	"H"	"northern ireland"	"radio ulster 1"	"1990-1994"	"male"	NA	NA	"tyrone"	NA	"catholic priest"	"catholic"	NA	NA	5	108
1040	"487"	"<S2B-002$C>"	"S2B-002"	"3"	"382"	"C"	"northern ireland"	"radio ulster 1"	"1990-1994"	"female"	NA	NA	NA	NA	"newsreader"	NA	NA	NA	13	255
1041	"488"	"<S2B-002$D>"	"S2B-002"	"4"	"383"	"D"	"northern ireland"	"radio ulster 1"	"1990-1994"	"male"	NA	NA	NA	NA	"newsreader"	NA	NA	NA	2	41
1042	"493"	"<S2B-002$I>"	"S2B-002"	"4"	"388"	"I"	"northern ireland"	"radio ulster 1"	"1990-1994"	"female"	NA	NA	NA	NA	"news reporter"	NA	NA	NA	2	43
1043	"494"	"<S2B-003$A>"	"S2B-003"	"1"	"389"	"A"	"northern ireland"	"mortar bomb"	"1990-1994"	"female"	NA	"fermanagh"	"belfast"	"postgraduate qualification"	"broadcast journalist"	NA	"english"	NA	24	431
1044	"495"	"<S2B-003$B>"	"S2B-003"	"1"	"390"	"B"	"northern ireland"	"mortar bomb"	"1990-1994"	"male"	"26-33"	"(london)derry"	"belfast"	NA	"newsreporter"	"catholic"	"english"	NA	18	263
1045	"496"	"<S2B-003$C>"	"S2B-003"	"1"	"391"	"C"	"northern ireland"	"mortar bomb"	"1990-1994"	"male"	NA	NA	"down"	NA	"na"	NA	NA	NA	7	123
1046	"497"	"<S2B-003$D>"	"S2B-003"	"1"	"392"	"D"	"northern ireland"	"mortar bomb"	"1990-1994"	"male"	NA	NA	"down"	NA	"na"	NA	NA	NA	7	80
1047	"498"	"<S2B-003$E>"	"S2B-003"	"1"	"393"	"E"	"northern ireland"	"mortar bomb"	"1990-1994"	"male"	NA	NA	NA	NA	"police superintendent"	NA	NA	NA	5	111
1048	"499"	"<S2B-003$F>"	"S2B-003"	"1"	"394"	"F"	"northern ireland"	"mortar bomb"	"1990-1994"	"male"	NA	"down"	NA	NA	"politician"	NA	NA	NA	4	76
1049	"500"	"<S2B-003$G>"	"S2B-003"	"1"	"395"	"G"	"northern ireland"	"mortar bomb"	"1990-1994"	"male"	NA	NA	NA	"doctoral degree"	"presbyterian moderator"	"protestant"	NA	NA	1	61
1050	"501"	"<S2B-003$H>"	"S2B-003"	"1"	"396"	"H"	"northern ireland"	"mortar bomb"	"1990-1994"	"male"	"34-41"	"antrim"	"down"	"postgraduate qualification"	"medical doctor"	"catholic"	"english"	"spanish"	5	79
1051	"502"	"<S2B-003$I>"	"S2B-003"	"1"	"334"	"I"	"northern ireland"	"mortar bomb"	"1990-1994"	"male"	NA	NA	NA	NA	"newsreporter"	NA	NA	NA	10	215
1052	"503"	"<S2B-003$J>"	"S2B-003"	"1"	"255"	"J"	"northern ireland"	"mortar bomb"	"1990-1994"	"male"	"42-49"	"belfast"	"belfast"	"secondary school qualification"	"politician"	"protestant"	NA	NA	6	112
1053	"504"	"<S2B-003$K>"	"S2B-003"	"1"	"397"	"K"	"northern ireland"	"mortar bomb"	"1990-1994"	"male"	"42-49"	"down"	"armagh"	"secondary school qualification"	"politician"	"protestant"	"english"	NA	3	97
1054	"505"	"<S2B-003$L>"	"S2B-003"	"1"	"384"	"L"	"northern ireland"	"mortar bomb"	"1990-1994"	"male"	"42-49"	"belfast"	"antrim"	"first degree"	"politician"	"protestant"	"english"	NA	3	86
1055	"506"	"<S2B-003$M>"	"S2B-003"	"1"	"398"	"M"	"northern ireland"	"mortar bomb"	"1990-1994"	"female"	NA	NA	NA	NA	"newsreporter"	NA	NA	NA	11	148
1056	"507"	"<S2B-003$N>"	"S2B-003"	"1"	"399"	"N"	"northern ireland"	"mortar bomb"	"1990-1994"	"male"	NA	NA	NA	NA	"fire officer"	NA	NA	NA	7	122
1057	"508"	"<S2B-003$O>"	"S2B-003"	"1"	"400"	"O"	"northern ireland"	"mortar bomb"	"1990-1994"	"female"	NA	"antrim"	NA	NA	"na"	NA	NA	NA	7	71
1058	"509"	"<S2B-004$A>"	"S2B-004"	"1"	"402"	"A"	"mixed between ni and roi"	"radio ulster 2"	"1990-1994"	"female"	"26-33"	NA	"belfast"	"postgraduate qualification"	"newsreader"	"catholic"	"english"	"irish gaelic"	20	371
1059	"510"	"<S2B-004$B>"	"S2B-004"	"1"	"403"	"B"	"northern ireland"	"radio ulster 2"	"1990-1994"	"male"	NA	NA	NA	NA	"news reporter"	NA	NA	NA	5	111
1060	"511"	"<S2B-004$C>"	"S2B-004"	"1"	"404"	"C"	"northern ireland"	"radio ulster 2"	"1990-1994"	"male"	"42-49"	"belfast"	"belfast"	NA	"broadcast journalist"	"catholic"	NA	NA	7	194
1061	"512"	"<S2B-004$D>"	"S2B-004"	"1"	"405"	"D"	"northern ireland"	"radio ulster 2"	"1990-1994"	"female"	NA	"down"	NA	NA	"broadcast reporter"	NA	NA	NA	3	71
1062	"512"	"<S2B-004$D>"	"S2B-004"	"2"	"405"	"D"	"northern ireland"	"radio ulster 2"	"1990-1994"	"female"	NA	"down"	NA	NA	"broadcast reporter"	NA	NA	NA	10	174
1063	"513"	"<S2B-004$E>"	"S2B-004"	"2"	"406"	"E"	"northern ireland"	"radio ulster 2"	"1990-1994"	"male"	NA	NA	"belfast"	"first degree"	"broadcast journalist"	"catholic"	NA	NA	7	77
1064	"514"	"<S2B-004$F>"	"S2B-004"	"2"	"407"	"F"	"northern ireland"	"radio ulster 2"	"1990-1994"	"male"	NA	NA	NA	NA	"broadcast reporter"	NA	NA	NA	8	140
1065	"509"	"<S2B-004$A>"	"S2B-004"	"3"	"402"	"A"	"mixed between ni and roi"	"radio ulster 2"	"1990-1994"	"female"	"26-33"	NA	"belfast"	"postgraduate qualification"	"newsreader"	"catholic"	"english"	"irish gaelic"	24	479
1066	"513"	"<S2B-004$E>"	"S2B-004"	"3"	"406"	"E"	"northern ireland"	"radio ulster 2"	"1990-1994"	"male"	NA	NA	"belfast"	"first degree"	"broadcast journalist"	"catholic"	NA	NA	5	110
1067	"515"	"<S2B-004$G>"	"S2B-004"	"3"	"381"	"G"	"northern ireland"	"radio ulster 2"	"1990-1994"	"male"	"42-49"	"(london)derry"	"belfast"	"first degree"	"broadcaster"	"protestant"	NA	NA	4	79
1068	"516"	"<S2B-004$H>"	"S2B-004"	"3"	"383"	"H"	"northern ireland"	"radio ulster 2"	"1990-1994"	"male"	NA	NA	NA	NA	"broadcast reporter"	NA	NA	NA	7	127
1069	"517"	"<S2B-004$I>"	"S2B-004"	"3"	"409"	"I"	"northern ireland"	"radio ulster 2"	"1990-1994"	"male"	NA	NA	NA	NA	"minister of religion"	"protestant"	NA	NA	1	36
1070	"518"	"<S2B-004$J>"	"S2B-004"	"3"	"253"	"J"	"northern ireland"	"radio ulster 2"	"1990-1994"	"male"	"50+"	"armagh"	"down"	"first degree"	"politician"	"catholic"	NA	NA	6	88
1071	"519"	"<S2B-005$A>"	"S2B-005"	"1"	"402"	"A"	"mixed between ni and roi"	"radio ulster 3"	"1990-1994"	"female"	"26-33"	NA	"belfast"	"postgraduate qualification"	"newsreader"	"catholic"	"english"	"irish gaelic"	35	639
1072	"520"	"<S2B-005$B>"	"S2B-005"	"1"	"383"	"B"	"northern ireland"	"radio ulster 3"	"1990-1994"	"male"	NA	NA	NA	NA	"newsreader"	NA	NA	NA	7	155
1073	"521"	"<S2B-005$C>"	"S2B-005"	"1"	"10"	"C"	"northern ireland"	"radio ulster 3"	"1990-1994"	"male"	"50+"	"belfast"	"belfast"	"first degree"	"minister of religion"	"protestant"	"english"	NA	3	99
1074	"522"	"<S2B-005$D>"	"S2B-005"	"2"	"410"	"D"	"northern ireland"	"radio ulster 3"	"1990-1994"	"female"	NA	NA	NA	NA	"news reporter"	NA	NA	NA	7	144
1075	"519"	"<S2B-005$A>"	"S2B-005"	"3"	"402"	"A"	"mixed between ni and roi"	"radio ulster 3"	"1990-1994"	"female"	"26-33"	NA	"belfast"	"postgraduate qualification"	"newsreader"	"catholic"	"english"	"irish gaelic"	28	397
1076	"523"	"<S2B-005$E>"	"S2B-005"	"3"	"411"	"E"	"northern ireland"	"radio ulster 3"	"1990-1994"	"male"	NA	NA	NA	NA	"news reporter"	NA	NA	NA	9	145
1077	"524"	"<S2B-005$F>"	"S2B-005"	"3"	"412"	"F"	"northern ireland"	"radio ulster 3"	"1990-1994"	"female"	NA	NA	NA	NA	"na"	NA	NA	NA	1	29
1078	"525"	"<S2B-005$G>"	"S2B-005"	"3"	"413"	"G"	"northern ireland"	"radio ulster 3"	"1990-1994"	"male"	NA	NA	NA	NA	"na"	NA	NA	NA	4	33
1079	"526"	"<S2B-005$H>"	"S2B-005"	"3"	"414"	"H"	"northern ireland"	"radio ulster 3"	"1990-1994"	"male"	NA	NA	"antrim"	NA	"politician"	NA	NA	NA	3	62
1080	"519"	"<S2B-005$A>"	"S2B-005"	"4"	"402"	"A"	"mixed between ni and roi"	"radio ulster 3"	"1990-1994"	"female"	"26-33"	NA	"belfast"	"postgraduate qualification"	"newsreader"	"catholic"	"english"	"irish gaelic"	5	91
1081	"527"	"<S2B-005$I>"	"S2B-005"	"4"	"415"	"I"	"northern ireland"	"radio ulster 3"	"1990-1994"	"male"	NA	NA	NA	NA	"news reporter"	NA	NA	NA	6	129
1082	"528"	"<S2B-005$J>"	"S2B-005"	"4"	"416"	"J"	"northern ireland"	"radio ulster 3"	"1990-1994"	"female"	"34-41"	"down"	"belfast"	"secondary school qualification"	"news reporter"	"protestant"	"english"	NA	5	127
1083	"529"	"<S2B-006$A>"	"S2B-006"	"1"	"386"	"A"	"northern ireland"	"radio ulster 4"	"1990-1994"	"male"	NA	NA	NA	NA	"newsreader"	NA	NA	NA	25	395
1084	"530"	"<S2B-006$B>"	"S2B-006"	"1"	"417"	"B"	"northern ireland"	"radio ulster 4"	"1990-1994"	"male"	NA	NA	NA	NA	"broadcast journalist"	NA	NA	NA	6	120
1085	"531"	"<S2B-006$C>"	"S2B-006"	"1"	"264"	"C"	"mixed between ni and roi"	"radio ulster 4"	"1990-1994"	"male"	"50+"	NA	"antrim"	"postgraduate qualification"	"retired bishop"	"protestant"	"english"	NA	8	149
1086	"532"	"<S2B-006$D>"	"S2B-006"	"1"	"418"	"D"	"northern ireland"	"radio ulster 4"	"1990-1994"	"male"	"42-49"	"belfast"	"antrim"	"first degree"	"journalist producer"	"protestant"	"english"	NA	7	116
1087	"533"	"<S2B-006$E>"	"S2B-006"	"1"	"405"	"E"	"northern ireland"	"radio ulster 4"	"1990-1994"	"female"	NA	"down"	NA	NA	"broadcast reporter"	NA	NA	NA	5	101
1088	"530"	"<S2B-006$B>"	"S2B-006"	"2"	"417"	"B"	"northern ireland"	"radio ulster 4"	"1990-1994"	"male"	NA	NA	NA	NA	"broadcast journalist"	NA	NA	NA	6	131
1089	"534"	"<S2B-006$F>"	"S2B-006"	"2"	"402"	"F"	"mixed between ni and roi"	"radio ulster 4"	"1990-1994"	"female"	"26-33"	NA	"belfast"	"postgraduate qualification"	"newsreader"	"catholic"	"english"	"irish gaelic"	30	441
1090	"535"	"<S2B-006$G>"	"S2B-006"	"2"	"416"	"G"	"northern ireland"	"radio ulster 4"	"1990-1994"	"female"	"34-41"	"down"	"belfast"	"secondary school qualification"	"news reporter"	"protestant"	"english"	NA	8	138
1091	"536"	"<S2B-006$H>"	"S2B-006"	"2"	"419"	"H"	"northern ireland"	"radio ulster 4"	"1990-1994"	"male"	NA	NA	NA	NA	"news reporter"	NA	NA	NA	5	114
1092	"537"	"<S2B-006$I>"	"S2B-006"	"2"	"420"	"I"	"northern ireland"	"radio ulster 4"	"1990-1994"	"female"	"42-49"	"tyrone"	"belfast"	"postgraduate qualification"	"manager social worker"	"catholic"	"english"	NA	2	83
1093	"538"	"<S2B-007$A>"	"S2B-007"	"1"	"406"	"A"	"northern ireland"	"inside ulster 1"	"1990-1994"	"male"	NA	NA	"belfast"	"first degree"	"broadcast journalist"	"catholic"	NA	NA	18	295
1094	"539"	"<S2B-007$B>"	"S2B-007"	"1"	"421"	"B"	"northern ireland"	"inside ulster 1"	"1990-1994"	"female"	NA	NA	NA	NA	"news reporter"	NA	NA	NA	16	289
1095	"540"	"<S2B-007$C>"	"S2B-007"	"1"	"422"	"C"	"northern ireland"	"inside ulster 1"	"1990-1994"	"male"	NA	NA	"belfast"	NA	"publican"	NA	NA	NA	13	97
1096	"541"	"<S2B-007$D>"	"S2B-007"	"1"	"423"	"D"	"northern ireland"	"inside ulster 1"	"1990-1994"	"male"	"50+"	NA	"belfast"	NA	"politician"	"protestant"	NA	NA	2	76
1097	NA	"<S2B-007$E>"	"S2B-007"	"1"	NA	"E"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	321
1098	"542"	"<S2B-007$F>"	"S2B-007"	"1"	"424"	"F"	"northern ireland"	"inside ulster 1"	"1990-1994"	"male"	"26-33"	"down"	"belfast"	"secondary school qualification"	"journalist"	"protestant"	"english"	NA	11	173
1099	"543"	"<S2B-007$G>"	"S2B-007"	"1"	"425"	"G"	"northern ireland"	"inside ulster 1"	"1990-1994"	"male"	NA	NA	NA	NA	"furniture store employee"	NA	NA	NA	9	169
1100	"544"	"<S2B-007$H>"	"S2B-007"	"1"	"426"	"H"	"northern ireland"	"inside ulster 1"	"1990-1994"	"male"	NA	NA	NA	NA	"shop employee"	NA	NA	NA	4	54
1101	"545"	"<S2B-007$I>"	"S2B-007"	"1"	"404"	"I"	"northern ireland"	"inside ulster 1"	"1990-1994"	"male"	"42-49"	"belfast"	"belfast"	NA	"broadcast journalist"	"catholic"	NA	NA	9	308
1102	"546"	"<S2B-007$J>"	"S2B-007"	"1"	"416"	"J"	"northern ireland"	"inside ulster 1"	"1990-1994"	"female"	"34-41"	"down"	"belfast"	"secondary school qualification"	"news reporter"	"protestant"	"english"	NA	10	132
1103	"547"	"<S2B-007$K>"	"S2B-007"	"1"	"427"	"K"	"northern ireland"	"inside ulster 1"	"1990-1994"	"female"	NA	NA	"down"	NA	"nurse"	NA	NA	NA	5	59
1104	"548"	"<S2B-007$L>"	"S2B-007"	"1"	"428"	"L"	"northern ireland"	"inside ulster 1"	"1990-1994"	"male"	"42-49"	"down"	"antrim"	"first degree"	"fire officer"	"protestant"	"english"	NA	3	48
1105	"549"	"<S2B-007$M>"	"S2B-007"	"1"	"429"	"M"	"northern ireland"	"inside ulster 1"	"1990-1994"	"male"	NA	NA	"down"	NA	"politician"	NA	NA	NA	2	25
1106	"550"	"<S2B-008$A>"	"S2B-008"	"1"	"359"	"A"	"northern ireland"	"inside ulster 2"	"1990-1994"	"male"	NA	"down"	NA	"first degree"	"television presenter"	NA	NA	NA	13	223
1107	"551"	"<S2B-008$B>"	"S2B-008"	"1"	"430"	"B"	"northern ireland"	"inside ulster 2"	"1990-1994"	"male"	NA	NA	NA	NA	"news reporter"	NA	NA	NA	12	212
