"id"	"file.speaker.id"	"text.id"	"subfile.id"	"spk.ref"	"age"	"sex"	"education"	"education-level"	"id.orig"	"text.cat"	"no.interlocs"	"communicative.role"	"surname"	"first.name"	"nationality"	"first.language"	"occupation"	"organising.body"	"date"	"time"	"place"	"address"	"audience"	"channel"	"main.title"	"source.title"	"speech.unit.count"	"word.count"
"919"	"<ICE-JAM:$A>"	"S2B-006"	"1"	"A"	NA	"female"	NA	"secondary education"	"444"	"spoken-monologue-scripted-broadcast news"	"2"	NA	"ho-shing"	"ruth"	"jamaican"	NA	"newscaster"	NA	"1995-1999"	"7:30 am"	"kingston, jamaica"	"klas radio, island broadcasting services ltd., 41b half way tree road, kingston 5, jamaica"	NA	"klas fm"	"news: 7-12-1999"	"klas news"	"61"	"1256"
"920"	"<ICE-JAM:$B>"	"S2B-006"	"1"	"B"	"46+"	"male"	NA	"university education"	"445"	"spoken-monologue-scripted-broadcast news"	"2"	NA	"nicholson"	"aj"	"jamaican"	NA	"attorney general"	NA	"1995-1999"	"7:30 am"	"kingston, jamaica"	"klas radio, island broadcasting services ltd., 41b half way tree road, kingston 5, jamaica"	NA	"klas fm"	"news: 7-12-1999"	"klas news"	"5"	"82"
"921"	"<ICE-JAM:$A>"	"S2B-006"	"2"	"A"	NA	"female"	NA	"secondary education"	"446"	"spoken-monologue-scripted-broadcast news"	"1"	NA	"ho-shing"	"ruth"	"jamaican"	NA	"newscaster"	NA	"1995-1999"	"7:30 am"	"kingston, jamaica"	"klas radio, island broadcasting services ltd., 41b half way tree road, kingston 5, jamaica"	NA	"klas fm"	"news: 9-12-1999"	"klas news"	"35"	"727"
"922"	"<ICE-JAM:$A>"	"S2B-007"	"1"	"A"	NA	"female"	NA	"secondary education"	"447"	"spoken-monologue-scripted-broadcast news"	"1"	NA	"ho-shing"	"ruth"	"jamaican"	NA	"newscaster"	NA	"1995-1999"	"7:30 am"	"kingston, jamaica"	"klas radio, island broadcasting services ltd., 41b half way tree road, kingston 5, jamaica"	NA	"klas fm"	"news: 13-12-1999"	"klas news"	"50"	"884"
"923"	"<ICE-JAM:$A>"	"S2B-007"	"2"	"A"	NA	"female"	NA	"secondary education"	"448"	"spoken-monologue-scripted-broadcast news"	"2"	NA	"ho-shing"	"ruth"	"jamaican"	NA	"newscaster"	NA	"1995-1999"	"7:31 am"	"kingston, jamaica"	"klas radio, island broadcasting services ltd., 41b half way tree road, kingston 5, jamaica"	NA	"klas fm"	"news: 14-12-1999"	"klas news"	"63"	"1191"
"924"	"<ICE-JAM:$A>"	"S2B-008"	"1"	"A"	NA	"female"	NA	"secondary education"	"449"	"spoken-monologue-scripted-broadcast news"	"2"	NA	"ho-shing"	"ruth"	"jamaican"	NA	"newscaster"	NA	"1995-1999"	"7:30 am"	"kingston, jamaica"	"klas radio, island broadcasting services ltd., 41b half way tree road, kingston 5, jamaica"	NA	"klas fm"	"news: 16-12-1999"	"klas news"	"47"	"858"
"925"	"<ICE-JAM:$B>"	"S2B-008"	"1"	"B"	"46+"	"male"	NA	"secondary education"	"450"	"spoken-monologue-scripted-broadcast news"	"2"	NA	"patterson"	"pj"	"jamaican"	NA	"prime minister of jamaica"	NA	"1995-1999"	"7:30 am"	"kingston, jamaica"	"klas radio, island broadcasting services ltd., 41b half way tree road, kingston 5, jamaica"	NA	"klas fm"	"news: 16-12-1999"	"klas news"	"2"	"70"
"926"	"<ICE-JAM:$A>"	"S2B-008"	"2"	"A"	NA	"female"	NA	"secondary education"	"451"	"spoken-monologue-scripted-broadcast news"	"2"	NA	"ho-shing"	"ruth"	"jamaican"	NA	"newscaster"	NA	"1995-1999"	"7:30 am"	"kingston, jamaica"	"klas radio, island broadcasting services ltd., 41b half way tree road, kingston 5, jamaica"	NA	"klas fm"	"news: 17-12-1999"	"klas news"	"54"	"1037"
"927"	"<ICE-JAM:$Z>"	"S2B-008"	"2"	"Z"	"46+"	"male"	NA	"secondary education"	"452"	"spoken-monologue-scripted-broadcast news"	"2"	"extra-corpus speaker"	"panday"	"basdeo"	"trinidadian"	NA	"prime minister of trinidad and tobago"	NA	"1995-1999"	"7:30 am"	"kingston, jamaica"	"klas radio, island broadcasting services ltd., 41b half way tree road, kingston 5, jamaica"	NA	"klas fm"	"news: 17-12-1999"	"klas news"	"3"	"0"
"928"	"<ICE-JAM:$A>"	"S2B-009"	"1"	"A"	NA	"male"	NA	"secondary education"	"538"	"spoken-monologue-scripted-broadcast news"	"2"	NA	"magnus"	"alan"	"jamaican"	NA	"news broadcaster"	NA	"1990-1994"	"7 am"	"kingston, jamaica"	"rjr radio, 32 lyndhurst rd., kingston 5, jamaica"	NA	"rjr"	"news: 13-8-1992"	"rjr news"	"51"	"1156"
"929"	"<ICE-JAM:$B>"	"S2B-009"	"1"	"B"	NA	"male"	NA	"secondary education"	"539"	"spoken-monologue-scripted-broadcast news"	"2"	NA	"sharp"	"michael"	"jamaican"	NA	"reporter"	NA	"1990-1994"	"7 am"	"kingston, jamaica"	"rjr radio, 32 lyndhurst rd., kingston 5, jamaica"	NA	"rjr"	"news: 13-8-1992"	"rjr news"	"12"	"272"
"930"	"<ICE-JAM:$A>"	"S2B-009"	"2"	"A"	NA	"male"	NA	"secondary education"	"540"	"spoken-monologue-scripted-broadcast news"	"1"	NA	"stennett"	"henry"	"jamaican"	NA	"news broadcaster"	NA	"1990-1994"	"1 pm"	"kingston, jamaica"	"rjr radio, 32 lyndhurst rd., kingston 5, jamaica"	NA	"rjr"	"news: 17-8-1992"	"rjr news"	"26"	"665"
"931"	"<ICE-JAM:$A>"	"S2B-010"	"1"	"A"	NA	"female"	NA	"secondary education"	"541"	"spoken-monologue-scripted-broadcast news"	"1"	NA	"johnson"	"joan"	"jamaican"	NA	"news broadcaster"	NA	"1990-1994"	"2:30 pm"	"kingston, jamaica"	"jbc radio, 59 odeon ave., kingston 10, jamaica"	NA	"jbc"	"news: 14-8-1992"	"jbc news"	"17"	"310"
"932"	"<ICE-JAM:$A>"	"S2B-010"	"2"	"A"	NA	"female"	NA	"secondary education"	"542"	"spoken-monologue-scripted-broadcast news"	"1"	NA	"barrett"	"cathy"	"jamaican"	NA	"news broadcaster"	NA	"1990-1994"	"12 pm"	"kingston, jamaica"	"rjr radio, island broadcasting services ltd., 41b half way tree road, kingston 5, jamaica"	NA	"rjr"	"news: 6-2-1993"	"rjr news"	"63"	"1531"
"933"	"<ICE-JAM:$A>"	"S2B-010"	"3"	"A"	"46+"	"male"	NA	"secondary education"	"543"	"spoken-monologue-scripted-broadcast news"	"1"	NA	"willoughby"	"neville"	"jamaican"	NA	"news broadcaster"	NA	"1990-1994"	"10 pm"	"kingston, jamaica"	"rjr radio, island broadcasting services ltd., 41b half way tree road, kingston 5, jamaica"	NA	"rjr"	"news: 11-2-1993"	"rjr news"	"11"	"223"
"934"	"<ICE-JAM:$A>"	"S2B-011"	"1"	"A"	"26-45"	"female"	NA	"secondary education"	"544"	"spoken-monologue-scripted-broadcast news"	"2"	NA	"samuels"	"dorraine"	"jamaican"	NA	"news broadcaster"	NA	"1990-1994"	"12 pm"	"kingston, jamaica"	"rjr radio, island broadcasting services ltd., 41b half way tree road, kingston 5, jamaica"	NA	"rjr"	"news: 15-2-1993"	"rjr news"	"49"	"1147"
"935"	"<ICE-JAM:$B>"	"S2B-011"	"1"	"B"	NA	"male"	NA	"secondary education"	"545"	"spoken-monologue-scripted-broadcast news"	"2"	NA	"harris"	"neville"	"jamaican"	NA	"reporter"	NA	"1990-1994"	"12 pm"	"kingston, jamaica"	"rjr radio, island broadcasting services ltd., 41b half way tree road, kingston 5, jamaica"	NA	"rjr"	"news: 15-2-1993"	"rjr news"	"5"	"127"
"936"	"<ICE-JAM:$A>"	"S2B-011"	"2"	"A"	"26-45"	"female"	NA	"secondary education"	"546"	"spoken-monologue-scripted-broadcast news"	"2"	NA	"samuels"	"dorraine"	"jamaican"	NA	"news broadcaster"	NA	"1990-1994"	"12 pm"	"kingston, jamaica"	"rjr radio, island broadcasting services ltd., 41b half way tree road, kingston 5, jamaica"	NA	"rjr"	"news: 16-2-1993"	"rjr news"	"32"	"667"
"937"	"<ICE-JAM:$B>"	"S2B-011"	"2"	"B"	NA	"male"	NA	"secondary education"	"547"	"spoken-monologue-scripted-broadcast news"	"2"	NA	"harris"	"neville"	"jamaican"	NA	"reporter"	NA	"1990-1994"	"12 pm"	"kingston, jamaica"	"rjr radio, island broadcasting services ltd., 41b half way tree road, kingston 5, jamaica"	NA	"rjr"	"news: 16-2-1993"	"rjr news"	"5"	"142"
"938"	"<ICE-JAM:$A>"	"S2B-012"	"1"	"A"	"26-45"	"female"	NA	"secondary education"	"588"	"spoken-monologue-scripted-broadcast news"	"7"	NA	"samuels"	"dorraine"	"jamaican"	NA	"newscaster"	NA	"2000-2004"	"5:00 pm"	"kingston, jamaica"	"rjr radio, 32 lyndhurst rd., kingston 5, jamaica"	NA	"rjr"	"rjr newsline 5"	"rjr newsline 5"	"33"	"803"
"939"	"<ICE-JAM:$B>"	"S2B-012"	"1"	"B"	NA	"male"	NA	"secondary education"	"589"	"spoken-monologue-scripted-broadcast news"	"7"	NA	"burke"	"paul"	"jamaican"	NA	"pnp region 3 chairman"	NA	"2000-2004"	"5:00 pm"	"kingston, jamaica"	"rjr radio, 32 lyndhurst rd., kingston 5, jamaica"	NA	"rjr"	"rjr newsline 5"	"rjr newsline 5"	"2"	"31"
"940"	"<ICE-JAM:$C>"	"S2B-012"	"1"	"C"	NA	"male"	NA	"secondary education"	"590"	"spoken-monologue-scripted-broadcast news"	"7"	NA	"brice"	"michael"	"jamaican"	NA	"newscaster"	NA	"2000-2004"	"5:00 pm"	"kingston, jamaica"	"rjr radio, 32 lyndhurst rd., kingston 5, jamaica"	NA	"rjr"	"rjr newsline 5"	"rjr newsline 5"	"33"	"789"
"941"	"<ICE-JAM:$D>"	"S2B-012"	"1"	"D"	NA	"female"	NA	NA	"591"	"spoken-monologue-scripted-broadcast news"	"7"	NA	NA	NA	"jamaican"	NA	"nurse/midwife"	NA	"2000-2004"	"5:00 pm"	"kingston, jamaica"	"rjr radio, 32 lyndhurst rd., kingston 5, jamaica"	NA	"rjr"	"rjr newsline 5"	"rjr newsline 5"	"1"	"42"
"942"	"<ICE-JAM:$E>"	"S2B-012"	"1"	"E"	NA	"male"	"phd"	"university education"	"592"	"spoken-monologue-scripted-broadcast news"	"7"	NA	"monroe"	"trevor"	"jamaican"	NA	"uaw president"	NA	"2000-2004"	"5:00 pm"	"kingston, jamaica"	"rjr radio, 32 lyndhurst rd., kingston 5, jamaica"	NA	"rjr"	"rjr newsline 5"	"rjr newsline 5"	"3"	"96"
"943"	"<ICE-JAM:$F>"	"S2B-012"	"1"	"F"	NA	"male"	NA	NA	"1607"	"spoken-monologue-scripted-broadcast news"	"7"	NA	"roberts"	"danny"	"jamaican"	NA	"island supervisor of the national worker's union"	NA	"2000-2004"	"5:00 pm"	"kingston, jamaica"	"rjr radio, 32 lyndhurst rd., kingston 5, jamaica"	NA	"rjr"	"rjr newsline 5"	"rjr newsline 5"	"1"	"76"
"944"	"<ICE-JAM:$G>"	"S2B-012"	"1"	"G"	NA	"female"	NA	"secondary education"	"1609"	"spoken-monologue-scripted-broadcast news"	"7"	NA	"jackson miller"	"deon"	"jamaican"	NA	"reporter"	NA	"2000-2004"	"5:00 pm"	"kingston, jamaica"	"rjr radio, 32 lyndhurst rd., kingston 5, jamaica"	NA	"rjr"	"rjr newsline 5"	"rjr newsline 5"	"10"	"225"
"945"	"<ICE-JAM:$A>"	"S2B-013"	"1"	"A"	"26-45"	"female"	NA	"secondary education"	"593"	"spoken-monologue-scripted-broadcast news"	"6"	NA	"samuels"	"dorraine"	"jamaican"	NA	"newscaster"	NA	"2000-2004"	"5:00 pm"	"kingston, jamaica"	"rjr radio, 32 lyndhurst rd., kingston 5, jamaica"	NA	"rjr"	"rjr newsline 5"	"rjr newsline 5"	"39"	"767"
"946"	"<ICE-JAM:$B>"	"S2B-013"	"1"	"B"	NA	"male"	NA	"secondary education"	"594"	"spoken-monologue-scripted-broadcast news"	"6"	NA	"brice"	"michael"	"jamaican"	NA	"newscaster"	NA	"2000-2004"	"5:00 pm"	"kingston, jamaica"	"rjr radio, 32 lyndhurst rd., kingston 5, jamaica"	NA	"rjr"	"rjr newsline 5"	"rjr newsline 5"	"36"	"842"
"947"	"<ICE-JAM:$C>"	"S2B-013"	"1"	"C"	NA	"male"	NA	"secondary education"	"595"	"spoken-monologue-scripted-broadcast news"	"6"	NA	"abrams"	"kirk"	"jamaican"	NA	"reporter"	NA	"2000-2004"	"5:00 pm"	"kingston, jamaica"	"rjr radio, 32 lyndhurst rd., kingston 5, jamaica"	NA	"rjr"	"rjr newsline 5"	"rjr newsline 5"	"15"	"359"
"948"	"<ICE-JAM:$D>"	"S2B-013"	"1"	"D"	NA	"female"	NA	"secondary education"	"596"	"spoken-monologue-scripted-broadcast news"	"6"	NA	"gomes"	"carolyn"	"jamaican"	NA	"chairperson of jfj"	NA	"2000-2004"	"5:00 pm"	"kingston, jamaica"	"rjr radio, 32 lyndhurst rd., kingston 5, jamaica"	NA	"rjr"	"rjr newsline 5"	"rjr newsline 5"	"4"	"99"
"949"	"<ICE-JAM:$E>"	"S2B-013"	"1"	"E"	"46+"	"female"	NA	"secondary education"	"597"	"spoken-monologue-scripted-broadcast news"	"6"	NA	"henry-wilson"	"maxine"	"jamaican"	NA	"senator"	NA	"2000-2004"	"5:00 pm"	"kingston, jamaica"	"rjr radio, 32 lyndhurst rd., kingston 5, jamaica"	NA	"rjr"	"rjr newsline 5"	"rjr newsline 5"	"2"	"78"
"950"	"<ICE-JAM:$A>"	"S2B-014"	"1"	"A"	"26-45"	"female"	NA	"secondary education"	"599"	"spoken-monologue-scripted-broadcast news"	"6"	NA	"samuels"	"dorraine"	"jamaican"	NA	"newscaster"	NA	"2000-2004"	"5:00 pm"	"kingston, jamaica"	"rjr radio, 32 lyndhurst rd., kingston 5, jamaica"	NA	"rjr"	"rjr newsline 5"	"rjr newsline 5"	"34"	"762"
"951"	"<ICE-JAM:$B>"	"S2B-014"	"1"	"B"	"46+"	"female"	NA	"secondary education"	"600"	"spoken-monologue-scripted-broadcast news"	"6"	NA	"lopez"	"beverley"	"jamaican"	NA	"ja president"	NA	"2000-2004"	"5:00 pm"	"kingston, jamaica"	"rjr radio, 32 lyndhurst rd., kingston 5, jamaica"	NA	"rjr"	"rjr newsline 5"	"rjr newsline 5"	"5"	"87"
"952"	"<ICE-JAM:$C>"	"S2B-014"	"1"	"C"	NA	"male"	NA	"secondary education"	"601"	"spoken-monologue-scripted-broadcast news"	"6"	NA	"brice"	"michael"	"jamaican"	NA	"newscaster"	NA	"2000-2004"	"5:00 pm"	"kingston, jamaica"	"rjr radio, 32 lyndhurst rd., kingston 5, jamaica"	NA	"rjr"	"rjr newsline 5"	"rjr newsline 5"	"38"	"908"
"953"	"<ICE-JAM:$D>"	"S2B-014"	"1"	"D"	"46+"	"male"	NA	"secondary education"	"602"	"spoken-monologue-scripted-broadcast news"	"6"	NA	"peart"	"michael"	"jamaican"	NA	"minister of state and finance"	NA	"2000-2004"	"5:00 pm"	"kingston, jamaica"	"rjr radio, 32 lyndhurst rd., kingston 5, jamaica"	NA	"rjr"	"rjr newsline 5"	"rjr newsline 5"	"1"	"63"
"954"	"<ICE-JAM:$E>"	"S2B-014"	"1"	"E"	"46+"	"female"	NA	"secondary education"	"603"	"spoken-monologue-scripted-broadcast news"	"6"	NA	"henry-wilson"	"maxine"	"jamaican"	NA	"senator"	NA	"2000-2004"	"5:00 pm"	"kingston, jamaica"	"rjr radio, 32 lyndhurst rd., kingston 5, jamaica"	NA	"rjr"	"rjr newsline 5"	"rjr newsline 5"	"2"	"67"
"955"	"<ICE-JAM:$F>"	"S2B-014"	"1"	"F"	NA	"male"	NA	"secondary education"	"604"	"spoken-monologue-scripted-broadcast news"	"6"	NA	"hamilton"	"conrad"	"jamaican"	NA	"reporter"	NA	"2000-2004"	"5:00 pm"	"kingston, jamaica"	"rjr radio, 32 lyndhurst rd., kingston 5, jamaica"	NA	"rjr"	"rjr newsline 5"	"rjr newsline 5"	"9"	"222"
"956"	"<ICE-JAM:$A>"	"S2B-015"	"1"	"A"	"26-45"	"female"	NA	"secondary education"	"612"	"spoken-monologue-scripted-broadcast news"	"7"	NA	"samuels"	"dourraine"	"jamaican"	NA	"radio host"	NA	"2000-2004"	"5 pm"	"kingston, jamaica"	"rjr radio, 32 lyndhurst rd., kingston 5, jamaica"	NA	"rjr"	"rjr newsline 5"	"rjr newsline 5"	"40"	"810"
"957"	"<ICE-JAM:$B>"	"S2B-015"	"1"	"B"	NA	"male"	NA	"secondary education"	"613"	"spoken-monologue-scripted-broadcast news"	"7"	NA	"brice"	"michael"	"jamaican"	NA	"radio host"	NA	"2000-2004"	"5 pm"	"kingston, jamaica"	"rjr radio, 32 lyndhurst rd., kingston 5, jamaica"	NA	"rjr"	"rjr newsline 5"	"rjr newsline 5"	"19"	"406"
"958"	"<ICE-JAM:$C>"	"S2B-015"	"1"	"C"	NA	"male"	NA	NA	"1610"	"spoken-monologue-scripted-broadcast news"	"7"	NA	"king"	"nelson"	"jamaican"	NA	"reporter"	NA	"2000-2004"	"5 pm"	"kingston, jamaica"	"rjr radio, 32 lyndhurst rd., kingston 5, jamaica"	NA	"rjr"	"rjr newsline 5"	"rjr newsline 5"	"10"	"138"
"959"	"<ICE-JAM:$D>"	"S2B-015"	"1"	"D"	NA	"male"	NA	NA	"1611"	"spoken-monologue-scripted-broadcast news"	"7"	NA	"abrahams"	"kirk"	"jamaican"	NA	"reporter"	NA	"2000-2004"	"5 pm"	"kingston, jamaica"	"rjr radio, 32 lyndhurst rd., kingston 5, jamaica"	NA	"rjr"	"rjr newsline 5"	"rjr newsline 5"	"11"	"210"
"960"	"<ICE-JAM:$E>"	"S2B-015"	"1"	"E"	NA	"male"	NA	NA	"1612"	"spoken-monologue-scripted-broadcast news"	"7"	NA	"jones"	"wayne"	"jamaican"	NA	"president jcsa"	NA	"2000-2004"	"5 pm"	"kingston, jamaica"	"rjr radio, 32 lyndhurst rd., kingston 5, jamaica"	NA	"rjr"	"rjr newsline 5"	"rjr newsline 5"	"6"	"198"
"961"	"<ICE-JAM:$F>"	"S2B-015"	"1"	"F"	NA	"male"	NA	NA	"1614"	"spoken-monologue-scripted-broadcast news"	"7"	NA	"hamilton"	"conrad"	"jamaican"	NA	"reporter"	NA	"2000-2004"	"5 pm"	"kingston, jamaica"	"rjr radio, 32 lyndhurst rd., kingston 5, jamaica"	NA	"rjr"	"rjr newsline 5"	"rjr newsline 5"	"17"	"400"
"962"	"<ICE-JAM:$Z>"	"S2B-015"	"1"	"Z"	NA	"male"	NA	NA	"1613"	"spoken-monologue-scripted-broadcast news"	"7"	"extra-corpus speaker"	"forstmayr"	"josef"	"austrian"	NA	"jhta president"	NA	"2000-2004"	"5 pm"	"kingston, jamaica"	"rjr radio, 32 lyndhurst rd., kingston 5, jamaica"	NA	"rjr"	"rjr newsline 5"	"rjr newsline 5"	"1"	"0"
"963"	"<ICE-JAM:$A>"	"S2B-016"	"1"	"A"	NA	"female"	NA	NA	"1192"	"spoken-monologue-scripted-broadcast news"	"16"	NA	"francis"	"carol"	"jamaican"	NA	"host, main presenter"	NA	"2000-2004"	"7 pm"	"kingston, jamaica"	"tvj, 32 lyndhurst road, kingston 5, jamaica"	NA	"tvj"	"tvj news prime time news, sports special"	"tvj news prime time news, sports special"	"49"	"767"
"964"	"<ICE-JAM:$B>"	"S2B-016"	"1"	"B"	NA	"female"	NA	NA	"1193"	"spoken-monologue-scripted-broadcast news"	"16"	NA	NA	NA	"jamaican"	NA	"sports presenter"	NA	"2000-2004"	"7 pm"	"kingston, jamaica"	"tvj, 32 lyndhurst road, kingston 5, jamaica"	NA	"tvj"	"tvj news prime time news, sports special"	"tvj news prime time news, sports special"	"27"	"484"
"965"	"<ICE-JAM:$C>"	"S2B-016"	"1"	"C"	NA	"female"	NA	NA	"1194"	"spoken-monologue-scripted-broadcast news"	"16"	NA	"beckfard"	"yvette"	"jamaican"	NA	"weather forecast"	NA	"2000-2004"	"7 pm"	"kingston, jamaica"	"tvj, 32 lyndhurst road, kingston 5, jamaica"	NA	"tvj"	"tvj news prime time news, sports special"	"tvj news prime time news, sports special"	"1"	"13"
"966"	"<ICE-JAM:$D>"	"S2B-016"	"1"	"D"	NA	"female"	NA	NA	"1195"	"spoken-monologue-scripted-broadcast news"	"16"	NA	"burton"	"zahra"	"jamaican"	NA	"reporter"	NA	"2000-2004"	"7 pm"	"kingston, jamaica"	"tvj, 32 lyndhurst road, kingston 5, jamaica"	NA	"tvj"	"tvj news prime time news, sports special"	"tvj news prime time news, sports special"	"10"	"64"
"967"	"<ICE-JAM:$E>"	"S2B-016"	"1"	"E"	NA	"male"	NA	NA	"1196"	"spoken-monologue-scripted-broadcast news"	"16"	NA	"roberts"	NA	"jamaican"	NA	"bishop"	NA	"2000-2004"	"7 pm"	"kingston, jamaica"	"tvj, 32 lyndhurst road, kingston 5, jamaica"	NA	"tvj"	"tvj news prime time news, sports special"	"tvj news prime time news, sports special"	"4"	"47"
"968"	"<ICE-JAM:$F>"	"S2B-016"	"1"	"F"	NA	"male"	NA	NA	"1197"	"spoken-monologue-scripted-broadcast news"	"16"	NA	NA	NA	"jamaican"	NA	"street vendor"	NA	"2000-2004"	"7 pm"	"kingston, jamaica"	"tvj, 32 lyndhurst road, kingston 5, jamaica"	NA	"tvj"	"tvj news prime time news, sports special"	"tvj news prime time news, sports special"	"4"	"30"
"969"	"<ICE-JAM:$G>"	"S2B-016"	"1"	"G"	NA	"male"	NA	NA	"1198"	"spoken-monologue-scripted-broadcast news"	"16"	NA	"whiteman"	"burchell"	"jamaican"	NA	"minister of education"	NA	"2000-2004"	"7 pm"	"kingston, jamaica"	"tvj, 32 lyndhurst road, kingston 5, jamaica"	NA	"tvj"	"tvj news prime time news, sports special"	"tvj news prime time news, sports special"	"3"	"70"
"970"	"<ICE-JAM:$H>"	"S2B-016"	"1"	"H"	NA	"male"	NA	NA	"1199"	"spoken-monologue-scripted-broadcast news"	"16"	NA	"adams"	"paul"	"jamaican"	NA	NA	NA	"2000-2004"	"7 pm"	"kingston, jamaica"	"tvj, 32 lyndhurst road, kingston 5, jamaica"	NA	"tvj"	"tvj news prime time news, sports special"	"tvj news prime time news, sports special"	"6"	"79"
"971"	"<ICE-JAM:$J>"	"S2B-016"	"1"	"J"	NA	"male"	NA	NA	"1200"	"spoken-monologue-scripted-broadcast news"	"16"	NA	"raune lim"	"hector"	"jamaican"	NA	NA	NA	"2000-2004"	"7 pm"	"kingston, jamaica"	"tvj, 32 lyndhurst road, kingston 5, jamaica"	NA	"tvj"	"tvj news prime time news, sports special"	"tvj news prime time news, sports special"	"3"	"58"
"972"	"<ICE-JAM:$K>"	"S2B-016"	"1"	"K"	NA	"male"	NA	NA	"1201"	"spoken-monologue-scripted-broadcast news"	"16"	NA	"bennett"	"horace"	"jamaican"	NA	NA	NA	"2000-2004"	"7 pm"	"kingston, jamaica"	"tvj, 32 lyndhurst road, kingston 5, jamaica"	NA	"tvj"	"tvj news prime time news, sports special"	"tvj news prime time news, sports special"	"3"	"55"
"973"	"<ICE-JAM:$L>"	"S2B-016"	"1"	"L"	"46+"	"male"	NA	NA	"1202"	"spoken-monologue-scripted-broadcast news"	"16"	NA	"radcliffe"	"clement"	"jamaican"	NA	"issa chairman"	NA	"2000-2004"	"7 pm"	"kingston, jamaica"	"tvj, 32 lyndhurst road, kingston 5, jamaica"	NA	"tvj"	"tvj news prime time news, sports special"	"tvj news prime time news, sports special"	"5"	"102"
"974"	"<ICE-JAM:$M>"	"S2B-016"	"1"	"M"	NA	"male"	NA	NA	"1203"	"spoken-monologue-scripted-broadcast news"	"16"	NA	"watt"	"oliver"	"jamaican"	NA	"reporter"	NA	"2000-2004"	"7 pm"	"kingston, jamaica"	"tvj, 32 lyndhurst road, kingston 5, jamaica"	NA	"tvj"	"tvj news prime time news, sports special"	"tvj news prime time news, sports special"	"11"	"207"
"975"	"<ICE-JAM:$N>"	"S2B-016"	"1"	"N"	"26-45"	"male"	NA	NA	"1204"	"spoken-monologue-scripted-broadcast news"	"16"	NA	"cargill"	"peter"	"jamaican"	NA	"coach"	NA	"2000-2004"	"7 pm"	"kingston, jamaica"	"tvj, 32 lyndhurst road, kingston 5, jamaica"	NA	"tvj"	"tvj news prime time news, sports special"	"tvj news prime time news, sports special"	"4"	"65"
"976"	"<ICE-JAM:$O>"	"S2B-016"	"1"	"O"	NA	"male"	NA	NA	"1205"	"spoken-monologue-scripted-broadcast news"	"16"	NA	"linson ?"	"everton tom"	"jamaican"	NA	"coach"	NA	"2000-2004"	"7 pm"	"kingston, jamaica"	"tvj, 32 lyndhurst road, kingston 5, jamaica"	NA	"tvj"	"tvj news prime time news, sports special"	"tvj news prime time news, sports special"	"2"	"50"
"977"	"<ICE-JAM:$P>"	"S2B-016"	"1"	"P"	NA	"male"	NA	NA	"1206"	"spoken-monologue-scripted-broadcast news"	"16"	NA	NA	NA	"jamaican"	NA	NA	NA	"2000-2004"	"7 pm"	"kingston, jamaica"	"tvj, 32 lyndhurst road, kingston 5, jamaica"	NA	"tvj"	"tvj news prime time news, sports special"	"tvj news prime time news, sports special"	"3"	"51"
"978"	"<ICE-JAM:$Q>"	"S2B-016"	"1"	"Q"	NA	"male"	NA	NA	"1207"	"spoken-monologue-scripted-broadcast news"	"16"	NA	NA	NA	"jamaican"	NA	NA	NA	"2000-2004"	"7 pm"	"kingston, jamaica"	"tvj, 32 lyndhurst road, kingston 5, jamaica"	NA	"tvj"	"tvj news prime time news, sports special"	"tvj news prime time news, sports special"	"3"	"92"
"979"	"<ICE-JAM:$A>"	"S2B-017"	"1"	"A"	NA	"male"	NA	NA	"1208"	"spoken-monologue-scripted-broadcast news"	"14"	NA	"forbes"	"irving"	"jamaican"	NA	"host"	NA	"2000-2004"	"8:00 pm"	"kingston, jamaica"	"cvm television,  69 constant spring road, kingston 10, jamaica"	NA	"cvm tv"	"cvm tv news watch"	"cvm tv news watch"	"47"	"711"
"980"	"<ICE-JAM:$B>"	"S2B-017"	"1"	"B"	NA	"male"	NA	NA	"1209"	"spoken-monologue-scripted-broadcast news"	"14"	NA	NA	NA	"jamaican"	NA	"reporter"	NA	"2000-2004"	"8:00 pm"	"kingston, jamaica"	"cvm television,  69 constant spring road, kingston 10, jamaica"	NA	"cvm tv"	"cvm tv news watch"	"cvm tv news watch"	"10"	"176"
"981"	"<ICE-JAM:$C>"	"S2B-017"	"1"	"C"	NA	"male"	NA	NA	"1210"	"spoken-monologue-scripted-broadcast news"	"14"	NA	"roberts"	NA	"jamaican"	NA	"bishop"	NA	"2000-2004"	"8:00 pm"	"kingston, jamaica"	"cvm television,  69 constant spring road, kingston 10, jamaica"	NA	"cvm tv"	"cvm tv news watch"	"cvm tv news watch"	"6"	"53"
"982"	"<ICE-JAM:$D>"	"S2B-017"	"1"	"D"	"46+"	"male"	NA	NA	"1211"	"spoken-monologue-scripted-broadcast news"	"14"	NA	"patterson"	"pj"	"jamaican"	NA	"pm"	NA	"2000-2004"	"8:00 pm"	"kingston, jamaica"	"cvm television,  69 constant spring road, kingston 10, jamaica"	NA	"cvm tv"	"cvm tv news watch"	"cvm tv news watch"	"2"	"61"
